icao24,origin_country,velocity,on_ground
a39179,United States,125.11,False
e492b0,Brazil,241.06,False
7c1045,Australia,45.87,False
ac1ab8,United States,75.67,False
ac2dea,United States,3.86,True
49530c,Portugal,4.89,True
ac7115,United States,287.24,False
abb440,United States,202.43,False
aadae3,United States,132.67,False
ae1438,United States,131.4,False
a94b72,United States,237.43,False
86d5e5,Japan,188.44,False
a65405,United States,41.57,False
a94b6b,United States,282.9,False
495307,Portugal,132.12,False
a33afd,United States,122.63,False
495309,Portugal,173.64,False
ac1ad7,United States,194.64,False
86d5d8,Japan,94.06,False
a4bdb9,United States,168.62,False
a4012b,United States,49.59,False
e492a6,Brazil,239.04,False
c81190,New Zealand,79.0,False
ac712d,United States,251.39,False
a0a6c5,United States,208.5,False
7c6a8c,Australia,256.08,False
a7d78a,United States,244.56,False
a94ae3,United States,238.52,False
a94ae5,United States,230.61,False
acd2d3,United States,188.17,False
abb2d5,United States,209.58,False
a7b133,United States,195.77,False
a76154,United States,212.98,False
abb2e7,United States,51.97,False
3c6753,Germany,207.94,False
a1c6a8,United States,2.06,True
ac82f8,United States,107.6,False
a8e45c,United States,191.18,False
3c5434,Germany,137.86,False
e48014,Brazil,247.9,False
3c5433,Germany,221.05,False
0d0b89,Mexico,194.79,False
408053,United Kingdom,201.78,False
abb2fe,United States,243.6,False
a7b13b,United States,9.26,True
0d0b92,Mexico,187.63,False
0d0b91,Mexico,198.45,False
3c6701,Germany,250.46,False
3c6705,Germany,274.28,False
3c6707,Germany,248.27,False
a0ef80,United States,71.39,False
a7d754,United States,151.91,False
a1fc3b,United States,199.72,False
3c6712,Germany,2.06,True
3c6715,Germany,244.45,False
a163f2,United States,195.09,False
a21c4c,United States,210.51,False
a82aa8,United States,133.73,False
a163ad,United States,157.66,False
758386,Philippines,84.66,False
758384,Philippines,157.07,False
a426a5,United States,189.26,False
3c670f,Germany,203.45,False
a8943d,United States,0.0,True
ac9709,United States,170.81,False
aa9de7,United States,172.54,False
40808c,United Kingdom,289.41,False
7c4927,Australia,284.87,False
7c4923,Australia,197.35,False
ab772d,United States,197.68,False
a65490,United States,132.26,False
7c4929,Australia,247.2,False
aa31a6,United States,68.91,False
c02ebd,Canada,258.29,False
a666cd,United States,276.65,False
c02eca,Canada,255.72,False
ace7aa,United States,188.05,False
a83f30,United States,219.44,False
7cbc35,Australia,58.93,False
ac1d1e,United States,219.55,False
c02ec1,Canada,228.26,False
a5cc35,United States,186.49,False
c02eaf,Canada,109.29,False
ab64d0,United States,88.89,False
7c6c53,Australia,264.63,False
7c6c52,Australia,146.6,False
aa57df,United States,247.03,False
c0850c,Canada,9.77,True
abfd23,United States,263.32,False
a1a0ba,United States,8.23,True
ac97e4,United States,258.9,False
7c6c54,Australia,86.55,False
ac0a22,United States,216.44,False
a4bf95,United States,0.0,True
aa57e6,United States,235.01,False
ab9a32,United States,194.64,False
abc7e9,United States,272.49,False
c0853f,Canada,250.15,False
a283f4,United States,215.81,False
a34f7f,United States,260.33,False
c08537,Canada,108.56,False
a7e9e4,United States,75.28,False
0d0b04,Mexico,195.56,False
a4ac5a,United States,65.51,False
a809f5,United States,214.64,False
c02ee7,Canada,3.09,True
ace7bf,United States,256.64,False
abfd66,United States,232.47,False
a390ed,United States,207.41,False
a0a80e,United States,73.05,False
aba1a0,United States,168.82,False
a4bf41,United States,259.23,False
a546c9,United States,1.29,True
ac0a58,United States,59.3,False
7c6c97,Australia,208.09,False
7c6c96,Australia,0.06,True
7c6c94,Australia,162.36,False
a1781f,United States,190.68,False
7c6c92,Australia,266.93,False
7c6c90,Australia,117.93,False
ad3d4e,United States,241.34,False
ae14b1,United States,55.11,False
c821ee,New Zealand,243.03,False
adf4c6,United States,47.87,False
a666b9,United States,25.23,False
7c6c80,Australia,55.58,False
aaca75,United States,201.08,False
3c6566,Germany,289.72,False
3c6564,Germany,230.15,False
a5cc15,United States,253.75,False
a5cc13,United States,218.86,False
7c10ad,Australia,78.12,False
7c6c79,Australia,45.04,False
acc23f,United States,205.23,False
adf567,United States,218.23,False
78206a,China,238.8,False
a7b0c4,United States,198.1,False
4b5dca,Switzerland,,False
a03235,United States,214.74,False
a34ea4,United States,213.53,False
e491b0,Brazil,225.2,False
aa7a83,United States,212.03,False
3c64a7,Germany,256.48,False
ade252,United States,244.98,False
a2e806,United States,213.88,False
a390ff,United States,269.19,False
e491c3,Brazil,199.81,False
846a5b,Japan,273.43,False
e491ae,Brazil,135.77,False
ad928b,United States,227.81,False
0a008e,Algeria,229.18,False
ad928e,United States,225.84,False
ad928d,United States,234.21,False
a6ff6d,United States,156.64,False
a70c67,United States,274.7,False
aa7a61,United States,167.56,False
a1a21f,United States,243.28,False
a520cc,United States,63.79,False
a6ec56,United States,0.0,True
ab77b9,United States,202.46,False
a5cc4c,United States,236.88,False
7c6c24,Australia,88.09,False
a69c87,United States,152.98,False
a1a218,United States,247.06,False
02a1aa,Tunisia,182.88,False
a880b0,United States,215.09,False
846a16,Japan,167.48,False
a520f9,United States,65.59,False
aa7a3c,United States,200.82,False
a6ff8d,United States,110.5,False
ab77d5,United States,175.39,False
abc7a3,United States,190.4,False
a4281d,United States,61.22,False
7c7f25,Australia,0.0,False
aa44cf,United States,6.17,True
4a08a5,Romania,233.0,False
c82336,New Zealand,134.27,False
a2d56f,United States,237.41,False
ad4eb5,United States,202.74,False
a5487b,United States,243.65,False
a5354e,United States,59.65,False
ab6542,United States,267.56,False
a39243,United States,208.22,False
ab0ef9,United States,111.54,False
c01c06,Canada,182.88,False
a45bd7,United States,216.98,False
a69bc3,United States,212.72,False
ab6552,United States,178.19,False
a5dee3,United States,212.71,False
a21bea,United States,172.43,False
a1fbdc,United States,135.96,False
782137,China,242.19,False
aaa86a,United States,67.39,False
aaa86c,United States,113.06,False
a2c224,United States,197.07,False
a65560,United States,54.59,False
ad0851,United States,245.06,False
702c25,Bangladesh,0.0,True
758477,Philippines,135.13,False
a1fbd9,United States,0.0,True
c01c28,Canada,231.66,False
ac7216,United States,76.66,False
a2d549,United States,47.74,False
a1c88f,United States,239.27,False
a1b573,United States,204.19,False
abb52c,United States,225.86,False
a0a7a0,United States,204.17,False
0d0a77,Mexico,5.92,True
aa9eb3,United States,238.85,False
a057c7,United States,107.25,False
4080df,United Kingdom,157.83,False
aaa88f,United States,77.02,False
4080de,United Kingdom,207.94,False
ace877,United States,51.61,False
769102,Singapore,190.14,False
a2c27e,United States,250.31,False
a54852,United States,52.35,False
782160,China,205.68,False
a65512,United States,36.38,False
ab5257,United States,287.66,False
7c6af1,Australia,112.96,False
e491a2,Brazil,225.27,False
e491a3,Brazil,211.62,False
7c6af9,Australia,122.68,False
78215f,China,164.76,False
ad0887,United States,219.0,False
a4158a,United States,247.17,False
abb54f,United States,2.57,True
7c6ae1,Australia,123.54,False
a6fea8,United States,77.49,False
c02f21,Canada,73.06,False
3c64f7,Germany,66.88,False
75840b,Philippines,137.37,False
463aea,Finland,219.31,False
782189,China,249.09,False
a64208,United States,63.63,False
ac857b,United States,244.1,False
4b15a3,Switzerland,177.01,False
861ed6,Japan,72.68,False
aa328f,United States,226.16,False
e49246,Brazil,195.46,False
4b15d6,Switzerland,247.59,False
a044e8,United States,43.22,False
a94bff,United States,214.19,False
e4924a,Brazil,93.29,False
7c6b9b,Australia,3.34,True
a76278,United States,117.63,False
a8956e,United States,45.7,False
a547b4,United States,29.68,False
a1fd03,United States,59.68,False
a1c7b8,United States,47.89,False
861ede,Japan,4.89,True
7c6b95,Australia,47.22,False
e49234,Brazil,225.17,False
a7c53e,United States,108.99,False
a8d206,United States,234.63,False
a9aebc,United States,195.87,False
a1a1b6,United States,194.97,False
a9aec5,United States,146.91,False
a89545,United States,210.97,False
a71efa,United States,156.57,False
a64264,United States,24.2,False
a83ef2,United States,3.86,True
a83ef5,United States,63.67,False
a6ebc6,United States,178.21,False
0d0a08,Mexico,79.78,False
e49294,Brazil,226.09,False
aa589c,United States,0.0,True
a6b87a,United States,80.77,False
a271b0,United States,219.26,False
a1b4ab,United States,278.85,False
842208,Japan,68.57,False
7103d6,Saudi Arabia,244.97,False
abc80c,United States,216.39,False
a6558f,United States,10.85,False
c0712e,Canada,118.86,False
0d0a0d,Mexico,257.83,False
a284b5,United States,6.94,True
c08452,Canada,158.63,False
aa9eef,United States,261.17,False
a1b4b2,United States,155.54,False
a72f22,United States,137.01,False
ab87c8,United States,192.47,False
424846,United Kingdom,279.62,False
a6d9c3,United States,218.75,False
0d0e2b,Mexico,213.39,False
0d0e2c,Mexico,207.92,False
aaed17,United States,0.0,True
acd296,United States,255.92,False
a60f3e,United States,10.29,True
a569fa,United States,183.71,False
a280a4,United States,209.89,False
a5a6c1,United States,232.71,False
7583e7,Philippines,238.53,False
0d0e4b,Mexico,261.71,False
a58c2e,United States,228.0,False
a676c4,United States,238.25,False
ac2d32,United States,202.47,False
a2f6b3,United States,202.8,False
a90197,United States,14.93,False
0d0e68,Mexico,190.93,False
a449cb,United States,255.33,False
7583f8,Philippines,197.98,False
0d0e5b,Mexico,4.89,True
aaa4c8,United States,46.52,False
c820ab,New Zealand,145.87,False
151de7,Russian Federation,212.61,False
c080dc,Canada,99.26,False
c820ae,New Zealand,97.24,False
151de9,Russian Federation,262.33,False
c080db,Canada,0.0,True
7c6d9f,Australia,9.77,True
7c6d9e,Australia,217.3,False
7c6d9d,Australia,128.97,False
7c6d9b,Australia,203.64,False
151dd2,Russian Federation,136.45,False
a34c76,United States,93.23,False
0d0e05,Mexico,243.99,False
ab0d76,United States,269.27,False
a423d7,United States,196.71,False
c080e3,Canada,0.9,True
c080e0,Canada,247.67,False
0d0e12,Mexico,186.01,False
abc4be,United States,220.36,False
7583a9,Philippines,242.2,False
a2e3d2,United States,56.92,False
0d0e0b,Mexico,146.06,False
a7c166,United States,50.82,False
151df0,Russian Federation,197.9,False
7c6d7b,Australia,143.55,False
ac1a44,United States,218.48,False
151df2,Russian Federation,220.76,False
7c6d7f,Australia,211.03,False
a34c57,United States,218.36,False
7c6d7e,Australia,170.53,False
7c6d96,Australia,90.67,False
7c6d95,Australia,2.57,True
7c6d94,Australia,261.74,False
ac1a2c,United States,218.02,False
7c6d92,Australia,256.83,False
7c6d90,Australia,0.0,True
ac94e0,United States,53.98,False
0d0e1e,Mexico,202.41,False
0d0e1d,Mexico,262.44,False
758525,Philippines,271.41,False
a1d811,United States,186.78,False
a11eb7,United States,201.63,False
adaee7,United States,221.91,False
a0b81e,United States,219.44,False
ad4bca,United States,292.72,False
ad4bcb,United States,0.0,True
a0b820,United States,250.12,False
a46c9a,United States,142.6,False
aaa590,United States,79.67,False
e490c2,Brazil,214.66,False
abb245,United States,193.45,False
a0b82f,United States,1.54,True
a7e6cf,United States,141.37,False
ac2bf8,United States,230.07,False
c080a4,Canada,151.44,False
c080a5,Canada,217.47,False
abc573,United States,193.38,False
aaa58b,United States,7.46,True
c080a2,Canada,181.58,False
ad0562,United States,210.19,False
c080a3,Canada,216.77,False
a8f3c5,United States,90.01,False
a9bf4b,United States,205.27,False
a18840,United States,130.38,False
ac2bfd,United States,169.09,False
a0b802,United States,268.78,False
a0b801,United States,245.6,False
adaeed,United States,9.77,True
a6a0d4,United States,224.85,False
a0b803,United States,249.52,False
0c4357,Dominican Republic,244.53,False
7c1293,Australia,91.94,False
c080ac,Canada,216.13,False
ab627c,United States,12.86,True
a7d3d3,United States,199.84,False
a2d0d5,United States,35.04,False
a96f36,United States,34.23,False
0d0cce,Mexico,196.1,False
7c6d2f,Australia,0.0,True
ab628c,United States,201.4,False
ac8289,United States,67.85,False
a939e8,United States,198.16,False
a3f0af,United States,62.13,False
a0b86a,United States,213.41,False
acf89f,United States,86.39,False
a10bbc,United States,0.0,True
7c6d30,Australia,98.09,False
a0a545,United States,281.6,False
e490ee,Brazil,218.13,False
7c6d38,Australia,160.03,False
7c6d33,Australia,200.9,False
7c6d32,Australia,259.04,False
7c6d31,Australia,263.09,False
a4bc76,United States,270.85,False
84bb13,Japan,112.36,False
a84f5d,United States,32.92,False
a0b845,United States,5.66,True
c03f85,Canada,213.05,False
aa9d45,United States,9.26,True
a0b841,United States,238.11,False
a0b840,United States,231.5,False
a806e0,United States,231.01,False
c03f69,Canada,133.25,False
a05559,United States,8.23,True
151f12,Russian Federation,198.58,False
ab0d15,United States,296.23,False
a67846,United States,140.85,False
151e8c,Russian Federation,243.96,False
4246b2,United Kingdom,233.56,False
a35efa,United States,98.65,False
c009be,Canada,0.0,True
a78500,United States,90.4,False
a2823a,United States,83.97,False
a31890,United States,70.06,False
a35ef1,United States,216.4,False
a1d87a,United States,89.59,False
c03f02,Canada,236.94,False
a79821,United States,211.61,False
a890fe,United States,191.44,False
782251,China,195.39,False
ac3ea9,United States,68.45,False
7c386f,Australia,52.56,False
e4917f,Brazil,236.75,False
a0a54a,United States,194.36,False
758585,Philippines,38.06,False
c03f37,Canada,92.49,False
485785,Kingdom of the Netherlands,244.61,False
a5320b,United States,252.79,False
485789,Kingdom of the Netherlands,231.44,False
abc504,United States,194.6,False
7c7eef,Australia,90.7,False
ad1825,United States,6.69,True
a4bbb3,United States,220.67,False
4006c0,United Kingdom,199.75,False
ac3eba,United States,209.42,False
a0b88f,United States,215.42,False
758598,Philippines,118.67,False
a0b88c,United States,221.26,False
0d0cba,Mexico,194.09,False
758596,Philippines,168.7,False
484443,Kingdom of the Netherlands,274.37,False
a1889a,United States,47.85,False
c8222f,New Zealand,153.13,False
782272,China,241.91,False
a6652b,United States,191.68,False
758560,Philippines,1.03,True
ac2ba0,United States,0.0,True
acf849,United States,269.1,False
151e64,Russian Federation,209.3,False
a2e57e,United States,223.97,False
ab8880,United States,205.57,False
ab6229,United States,198.71,False
c82269,New Zealand,233.36,False
78227c,China,212.37,False
a2e585,United States,223.57,False
c82268,New Zealand,210.41,False
ac2bb9,United States,146.74,False
ac3ee9,United States,258.04,False
490db6,Portugal,231.23,False
484416,Kingdom of the Netherlands,203.33,False
151e6b,Russian Federation,27.99,False
a2e571,United States,4.63,True
05e057,Mauritania,203.22,False
a0428a,United States,263.42,False
ac2bc6,United States,207.85,False
a1c57e,United States,148.53,False
a16273,United States,201.09,False
c0817c,Canada,13.89,True
758558,Philippines,261.43,False
7c6bf2,Australia,111.85,False
ab6247,United States,218.75,False
4246a2,United Kingdom,248.03,False
aaebe2,United States,39.78,False
abb222,United States,195.59,False
a9bf6a,United States,149.58,False
ac2bd5,United States,236.75,False
a34bdc,United States,69.26,False
ac2bd4,United States,167.93,False
86d952,Japan,290.36,False
151da0,Russian Federation,192.42,False
a83be8,United States,47.32,False
abd6ed,United States,301.14,False
a0b7b8,United States,217.1,False
7584a9,Philippines,6.43,True
a0b7b7,United States,79.22,False
7584a8,Philippines,205.8,False
a0b7b6,United States,266.8,False
7584a7,Philippines,5.66,True
a53287,United States,216.28,False
a9aba2,United States,242.19,False
abc3c6,United States,128.62,False
ad4c2a,United States,1.03,True
3c6518,Germany,257.59,False
ac3f9c,United States,220.62,False
7c3810,Australia,38.08,False
a187ba,United States,216.76,False
86d974,Japan,194.68,False
a7858e,United States,0.0,True
7c3809,Australia,149.03,False
c02ae3,Canada,208.69,False
7c6c9a,Australia,210.26,False
86d94a,Japan,185.95,False
abc3ec,United States,190.4,False
a7e890,United States,38.12,False
151daf,Russian Federation,258.64,False
842388,Japan,292.57,False
aa687e,United States,90.11,False
a65220,United States,148.4,False
a5dbae,United States,206.33,False
a67883,United States,208.39,False
a10d56,United States,234.03,False
ac2c9c,United States,3.86,True
ad4c96,United States,128.69,False
060035,Mauritius,5.4,True
7c2539,Australia,154.36,False
a6b52a,United States,122.68,False
a7851c,United States,215.2,False
a0b7fa,United States,202.12,False
adf0a3,United States,199.82,False
782209,China,228.6,False
e49180,Brazil,219.24,False
782207,China,240.27,False
a66561,United States,99.98,False
a91535,United States,210.87,False
a66573,United States,290.99,False
a79890,United States,281.62,False
a067ec,United States,71.77,False
a0b7d8,United States,178.81,False
a0b7bd,United States,189.42,False
a79898,United States,222.41,False
0d0d6d,Mexico,206.57,False
a6fbb5,United States,46.33,False
acd0ca,United States,185.94,False
aa4200,United States,0.64,True
a08a1a,United States,151.72,False
7c2505,Australia,84.95,False
a677be,United States,5.14,True
a797b4,United States,212.07,False
a08a6b,United States,0.06,True
a45a0b,United States,139.92,False
408000,United Kingdom,208.9,False
0d0d18,Mexico,176.48,False
aaa5b8,United States,76.14,False
a8e29c,United States,132.42,False
7c12cd,Australia,59.29,False
0d0d24,Mexico,3.34,True
0d0d27,Mexico,84.61,False
a34d63,United States,135.38,False
ab0e53,United States,182.45,False
a437ce,United States,202.29,False
aaee3b,United States,196.45,False
ab88ee,United States,205.68,False
ab0e4c,United States,4.12,True
aa9e28,United States,0.06,True
a174f7,United States,216.58,False
a8e279,United States,9.26,True
a34d52,United States,194.04,False
a1c4d8,United States,229.01,False
a46d29,United States,221.36,False
a2f7d7,United States,49.52,False
ac1b21,United States,82.83,False
0d0d40,Mexico,209.9,False
aaa5d4,United States,73.98,False
abc5b7,United States,0.06,True
aa68ae,United States,99.25,False
a34d2f,United States,196.28,False
a46d95,United States,111.29,False
7584e4,Philippines,207.54,False
ac1b44,United States,185.74,False
a11fa1,United States,203.57,False
ab62d3,United States,6.69,True
abfb46,United States,196.32,False
a2d1c6,United States,60.6,False
a90287,United States,72.51,False
a46d70,United States,158.37,False
a33a55,United States,180.15,False
a557c3,United States,210.52,False
a2d1ad,United States,54.28,False
aaa5ff,United States,221.23,False
a1b1bc,United States,186.23,False
a4bd24,United States,200.16,False
4a4eae,Romania,255.42,False
aa305f,United States,291.2,False
151e0a,Russian Federation,205.04,False
a23fb2,United States,62.39,False
a05646,United States,258.26,False
75862d,Philippines,40.75,False
75862c,Philippines,202.52,False
a82a44,United States,212.81,False
86d9f4,Japan,235.71,False
a7c1a6,United States,63.45,False
a11fe7,United States,132.56,False
a7d4d4,United States,91.2,False
a6a1c8,United States,83.06,False
151e15,Russian Federation,27.82,False
ad4cf2,United States,256.82,False
a70a86,United States,49.41,False
758622,Philippines,69.43,False
a891e5,United States,212.11,False
a891e0,United States,0.0,True
acc037,United States,94.65,False
acc02b,United States,200.99,False
ace68b,United States,105.91,False
c01a5a,Canada,274.06,False
a11fc1,United States,241.1,False
a11fc6,United States,109.58,False
75861f,Philippines,42.34,False
75861e,Philippines,41.56,False
a46d8f,United States,279.95,False
a33a93,United States,211.94,False
440d90,Austria,6.69,True
758629,Philippines,43.41,False
758626,Philippines,94.32,False
0d0bac,Mexico,213.34,False
a2e630,United States,203.14,False
a43952,United States,218.51,False
884f01,Thailand,219.54,False
a82a06,United States,119.04,False
aa9e6d,United States,205.37,False
440d35,Austria,221.0,False
0d0bd1,Mexico,210.94,False
495278,Portugal,200.52,False
a771af,United States,1.54,True
440d4d,Austria,231.15,False
495266,Portugal,1.29,True
a6b4e4,United States,212.13,False
a35fc2,United States,0.0,True
ad905e,United States,76.25,False
a23fe5,United States,244.23,False
a1d93b,United States,72.03,False
aa55bd,United States,0.0,True
a0433b,United States,255.3,False
a6fd53,United States,84.45,False
a67960,United States,223.19,False
a42665,United States,256.28,False
aaffaa,United States,0.0,True
ad1927,United States,208.33,False
a3900e,United States,6.69,True
a55988,United States,47.04,False
4007ef,United Kingdom,115.29,False
a54650,United States,224.36,False
4007f5,United Kingdom,261.48,False
782366,China,221.57,False
a29680,United States,231.99,False
a46cc1,United States,117.46,False
4007f1,United Kingdom,230.3,False
a7e93b,United States,238.13,False
a4bcca,United States,66.75,False
781045,China,170.82,False
a46cb6,United States,68.38,False
78103b,China,184.36,False
a2e646,United States,5.14,True
4baad0,Turkey,243.34,False
78103e,China,264.43,False
7c2677,Australia,30.79,False
a7d615,United States,46.53,False
a7e941,United States,255.07,False
a2f95c,United States,79.74,False
a47fd9,United States,236.52,False
aaa63c,United States,41.7,False
a30657,United States,197.42,False
a1c64e,United States,133.41,False
151d96,Russian Federation,2.3,False
75869f,Philippines,231.91,False
a54684,United States,147.0,False
4baace,Turkey,225.31,False
abc649,United States,252.51,False
a67928,United States,209.29,False
ad5fe7,United States,235.18,False
78105b,China,180.06,False
a95d9d,United States,170.53,False
78105e,China,213.36,False
a3904c,United States,191.46,False
a901e4,United States,6.43,True
aaa668,United States,6.17,True
ace60c,United States,76.76,False
adafb5,United States,224.18,False
ac9658,United States,140.43,False
ace621,United States,153.31,False
a8e1f6,United States,219.13,False
ad1970,United States,194.24,False
a3afe1,United States,183.38,False
a40027,United States,225.55,False
a28380,United States,157.28,False
aa8a8a,United States,254.93,False
a39033,United States,61.95,False
ab767c,United States,65.8,False
a4000f,United States,258.5,False
a2d359,United States,223.32,False
ad1986,United States,242.85,False
781098,China,208.35,False
a78605,United States,0.0,True
781092,China,68.1,False
ab635d,United States,246.87,False
ad5fea,United States,67.59,False
a46ce1,United States,200.15,False
aa8a83,United States,109.69,False
46f202,Greece,21.09,True
ad5fef,United States,1.54,True
75865c,Philippines,39.67,False
aaa68a,United States,215.08,False
aaed7f,United States,98.54,False
7c7fb7,Australia,60.07,False
a7869b,United States,262.71,False
7c391d,Australia,120.5,False
a3e07a,United States,214.93,False
ac81cc,United States,210.27,False
a10e46,United States,207.65,False
84bac2,Japan,103.24,False
0d0c7c,Mexico,216.57,False
7585d5,Philippines,43.59,False
ac81d3,United States,140.72,False
a7d665,United States,96.87,False
c8216e,New Zealand,217.85,False
0d0c93,Mexico,134.13,False
4ca9a9,Ireland,12.35,True
a8f646,United States,228.87,False
c08268,Canada,189.86,False
c08265,Canada,78.3,False
7585a2,Philippines,102.09,False
7585a1,Philippines,5.66,True
aa435b,United States,187.7,False
aa568e,United States,97.64,False
ac1a72,United States,216.85,False
abb1de,United States,236.6,False
aa5694,United States,253.51,False
a10e21,United States,83.15,False
aa5691,United States,71.73,False
7585b3,Philippines,216.98,False
aa434a,United States,48.64,False
a09e47,United States,243.17,False
ab890a,United States,241.67,False
a318ea,United States,191.97,False
782326,China,208.48,False
a5468e,United States,228.15,False
a5dcde,United States,150.51,False
a438c3,United States,186.67,False
a6666e,United States,41.11,False
841115,Japan,135.1,False
4ca9e7,Ireland,3.34,True
7c394b,Australia,3.6,True
a6fce7,United States,60.15,False
781008,China,63.35,False
7c6ca1,Australia,198.83,False
781009,China,243.34,False
abfa8e,United States,209.81,False
aa5657,United States,72.01,False
a4008e,United States,13.89,True
a6667d,United States,25.23,False
ad3a7f,United States,276.78,False
aa9cc1,United States,258.11,False
781014,China,263.2,False
aaa616,United States,3.34,True
ab1fbb,United States,204.13,False
c08887,Canada,201.13,False
a69f90,United States,0.0,True
7cac68,Australia,38.12,False
a6ef5b,United States,66.88,False
a5cf82,United States,218.53,False
a6a6f6,United States,192.11,False
7822da,China,205.85,False
846d0c,Japan,185.58,False
7c5c99,Australia,72.01,False
e49889,Brazil,193.02,False
ac74e4,United States,199.39,False
ac74f9,United States,250.0,False
a403df,United States,241.82,False
a883bd,United States,171.19,False
7cac47,Australia,70.28,False
ac61bc,United States,244.62,False
a45f8e,United States,195.68,False
7c5c74,Australia,118.77,False
c00bec,Canada,126.43,False
a5cf8b,United States,201.35,False
abda54,United States,189.9,False
ad81a6,United States,294.48,False
ab9d9e,United States,293.36,False
c82812,New Zealand,59.83,False
c82810,New Zealand,138.86,False
400683,United Kingdom,6.43,True
a69f49,United States,213.11,False
c01ec6,Canada,231.45,False
a776a8,United States,138.04,False
a5cf3f,United States,246.7,False
a5cf3c,United States,190.48,False
c82817,New Zealand,78.12,False
c07534,Canada,135.98,False
c08866,Canada,253.63,False
c08864,Canada,197.23,False
c08861,Canada,6.17,True
acb1e5,United States,198.78,False
c08862,Canada,222.49,False
7585da,Philippines,71.63,False
a5cf66,United States,219.86,False
a03526,United States,56.29,False
a68c33,United States,50.94,False
c01ee6,Canada,202.52,False
c08857,Canada,5.92,True
a15516,United States,249.67,False
c08853,Canada,212.68,False
c08851,Canada,263.86,False
c01ebb,Canada,186.71,False
a1b809,United States,87.55,False
c0751c,Canada,0.0,True
a9e167,United States,312.5,False
a28812,United States,184.06,False
c08859,Canada,233.54,False
758768,Philippines,4.37,True
a41852,United States,58.27,False
78109b,China,209.05,False
75874a,Philippines,241.85,False
7c39f1,Australia,8.23,True
758779,Philippines,40.96,False
758771,Philippines,244.49,False
a07bfa,United States,55.23,False
a4aeb1,United States,194.45,False
a0cbd6,United States,187.59,False
acc59d,United States,191.63,False
a33ed6,United States,222.8,False
a07bfe,United States,6.17,True
702f05,Bangladesh,7.72,True
c82871,New Zealand,80.99,False
a7c805,United States,56.66,False
a1fec6,United States,0.0,True
a21ed4,United States,227.33,False
a1a51a,United States,36.03,False
0accad,Colombia,129.18,False
a08efd,United States,196.83,False
abb7a3,United States,224.89,False
a33eb5,United States,139.16,False
a33eb1,United States,257.94,False
758724,Philippines,2.31,True
758723,Philippines,223.52,False
a32bf3,United States,217.17,False
ac0d21,United States,212.67,False
c060bf,Canada,2.06,True
c82894,New Zealand,129.54,False
a3956d,United States,106.41,False
70c106,Oman,252.19,False
70c108,Oman,149.02,False
c073db,Canada,193.31,False
a32bcb,United States,290.87,False
c060c9,Canada,212.39,False
c060c8,Canada,193.07,False
c060c6,Canada,218.53,False
c060c1,Canada,202.2,False
7c6f77,Australia,5.92,True
a32be6,United States,59.73,False
a0cbdf,United States,43.85,False
7c39fa,Australia,187.91,False
7c39fc,Australia,195.33,False
a2c547,United States,105.58,False
aa6a76,United States,211.58,False
846d80,Japan,190.22,False
70c124,Oman,276.46,False
7c39f7,Australia,165.42,False
70c126,Oman,273.17,False
c060ca,Canada,206.71,False
a20bf5,United States,52.17,False
a27567,United States,179.99,False
758707,Philippines,272.32,False
e49830,Brazil,225.47,False
a8e6f2,United States,276.23,False
a64578,United States,220.29,False
a9f502,United States,261.6,False
a6588d,United States,154.54,False
ad2baa,United States,261.13,False
7c1473,Australia,209.6,False
7c013c,Australia,0.06,True
aa7bcf,United States,130.67,False
7c013d,Australia,45.3,False
7c146a,Australia,195.22,False
ad2bbe,United States,70.96,False
7c1465,Australia,221.15,False
c060b8,Canada,108.36,False
c060b6,Canada,129.71,False
c060b5,Canada,154.39,False
a81bcc,United States,251.6,False
c060b2,Canada,199.24,False
abebbe,United States,65.14,False
a2c56d,United States,181.88,False
a44be5,United States,0.06,True
ac7581,United States,213.9,False
ad953c,United States,215.69,False
77044f,Sri Lanka,136.81,False
7c6deb,Australia,0.0,False
7c6dea,Australia,209.71,False
a8986c,United States,250.39,False
a4f26b,United States,234.01,False
ac0bfb,United States,264.83,False
a7650b,United States,254.8,False
a6eeb9,United States,290.7,False
a20d0e,United States,174.63,False
ac6266,United States,174.17,False
a6451b,United States,48.89,False
aa7ba7,United States,271.38,False
aba580,United States,126.59,False
a65874,United States,71.0,False
c01f28,Canada,0.0,True
ade543,United States,220.66,False
aa7ba5,United States,56.77,False
a034cb,United States,2.57,True
a3e55a,United States,5.14,True
872f7e,Japan,138.8,False
a3f88e,United States,274.0,False
ae0582,United States,195.28,False
ac6289,United States,232.55,False
75876f,Philippines,217.51,False
758794,Philippines,94.57,False
a3828a,United States,11.83,True
a261a4,United States,50.53,False
84cefa,Japan,6.69,True
86787c,Japan,210.86,False
88084c,Thailand,207.17,False
7c6da0,Australia,152.4,False
88084a,Thailand,152.2,False
880850,Thailand,212.7,False
c0617d,Canada,104.78,False
c0617c,Canada,220.99,False
880852,Thailand,202.76,False
c06178,Canada,2.06,True
84bbdf,Japan,131.33,False
c06177,Canada,248.19,False
c06179,Canada,204.35,False
c06173,Canada,274.94,False
c06175,Canada,1.54,True
880849,Thailand,183.02,False
c0616c,Canada,0.0,True
a657b9,United States,183.34,False
a68d02,United States,218.93,False
ad2c9f,United States,262.37,False
86789e,Japan,146.94,False
a19d59,United States,241.54,False
